geneID,transcriptID,geneName,exonID,classification,rownum,chr,start,stop,strand,type,gpc,tpc
ENSG00000072778,ENST00000582056,ACADVL,ENSE00003514094,internal,949002,chr17,7220122,7220197,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582056,ACADVL,ENSE00003504367,internal,949000,chr17,7220464,7220529,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582056,ACADVL,ENSE00003635942,internal,949001,chr17,7220604,7220676,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582056,ACADVL,ENSE00002727242,last,949004,chr17,7220766,7221136,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582166,ACADVL,ENSE00002726583,first,949064,chr17,7220438,7220529,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582166,ACADVL,ENSE00003635942,internal,949063,chr17,7220604,7220676,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582166,ACADVL,ENSE00002714778,internal,949065,chr17,7220766,7221058,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582166,ACADVL,ENSE00002691485,last,949066,chr17,7221538,7221629,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582356,ACADVL,ENSE00003561794,first,948957,chr17,7219860,7220046,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582356,ACADVL,ENSE00003514094,internal,948958,chr17,7220122,7220197,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582356,ACADVL,ENSE00002730499,internal,948959,chr17,7220464,7220676,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582356,ACADVL,ENSE00002690718,last,948960,chr17,7220766,7220922,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582379,ACADVL,ENSE00002712396,first,949080,chr17,7221946,7222081,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582379,ACADVL,ENSE00003571404,internal,949079,chr17,7222177,7222302,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582379,ACADVL,ENSE00002723166,last,949081,chr17,7222667,7223237,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582450,ACADVL,ENSE00002721117,first,949165,chr17,7224281,7224393,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000582450,ACADVL,ENSE00002685075,last,949166,chr17,7224480,7224660,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583074,ACADVL,ENSE00002707851,first,949147,chr17,7223825,7223875,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000072778,ENST00000583074,ACADVL,ENSE00003605361,internal,949144,chr17,7223968,7224069,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000072778,ENST00000583074,ACADVL,ENSE00003532887,internal,949145,chr17,7224321,7224393,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000072778,ENST00000583074,ACADVL,ENSE00003478899,internal,949146,chr17,7224480,7224552,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000072778,ENST00000583074,ACADVL,ENSE00002723770,last,949148,chr17,7224715,7224825,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003485057,first,948967,chr17,7219860,7220046,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003628984,internal,948961,chr17,7220122,7220197,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003656333,internal,948962,chr17,7220464,7220529,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003592784,internal,948963,chr17,7220604,7220676,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003678875,internal,948964,chr17,7220766,7220830,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003682500,internal,948965,chr17,7220924,7221058,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00003623330,internal,948966,chr17,7221538,7221682,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583312,ACADVL,ENSE00002692782,last,948968,chr17,7221937,7221988,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000583760,ACADVL,ENSE00002696707,first,949077,chr17,7221279,7221682,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583760,ACADVL,ENSE00002719272,last,949078,chr17,7221952,7222146,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583848,ACADVL,ENSE00002723989,first,949168,chr17,7224489,7224552,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583848,ACADVL,ENSE00002702354,internal,949169,chr17,7224662,7224714,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583848,ACADVL,ENSE00003558410,internal,949170,chr17,7224809,7224884,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583848,ACADVL,ENSE00003649613,last,949167,chr17,7224957,7225266,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583850,ACADVL,ENSE00002727988,first,949141,chr17,7223687,7223730,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003543116,internal,949135,chr17,7223813,7223875,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003605361,internal,949136,chr17,7223968,7224069,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003584687,internal,949137,chr17,7224146,7224243,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003532887,internal,949138,chr17,7224321,7224393,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003549739,internal,949142,chr17,7224484,7224552,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003639449,internal,949139,chr17,7224642,7224714,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00003647134,internal,949140,chr17,7224809,7224884,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583850,ACADVL,ENSE00002728078,last,949143,chr17,7224957,7225261,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000583858,ACADVL,ENSE00002721232,first,949090,chr17,7222760,7222865,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003626264,internal,949085,chr17,7223133,7223237,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003539847,internal,949086,chr17,7223644,7223730,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003495192,internal,949087,chr17,7223813,7223875,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003587027,internal,949088,chr17,7223968,7224069,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003574374,internal,949091,chr17,7224321,7224393,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003571284,internal,949092,chr17,7224480,7224552,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003671046,internal,949093,chr17,7224642,7224714,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00003647134,internal,949089,chr17,7224809,7224884,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000583858,ACADVL,ENSE00002730651,last,949094,chr17,7224957,7225213,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000072778,ENST00000584103,ACADVL,ENSE00002721019,first,949014,chr17,7219903,7220046,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000584103,ACADVL,ENSE00003628984,internal,949010,chr17,7220122,7220197,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000584103,ACADVL,ENSE00003656333,internal,949011,chr17,7220464,7220529,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000584103,ACADVL,ENSE00003592784,internal,949012,chr17,7220604,7220676,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000584103,ACADVL,ENSE00003678875,internal,949013,chr17,7220766,7220830,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000584103,ACADVL,ENSE00002712568,last,949015,chr17,7220891,7221021,+,exon,protein_coding,protein_coding
ENSG00000072778,ENST00000585203,ACADVL,ENSE00002726746,first,949101,chr17,7222848,7223237,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003538015,internal,949095,chr17,7223644,7223730,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00002690039,internal,949102,chr17,7223813,7223858,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003605361,internal,949096,chr17,7223968,7224069,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003584687,internal,949097,chr17,7224146,7224243,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003532887,internal,949098,chr17,7224321,7224393,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003478899,internal,949099,chr17,7224480,7224552,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003639449,internal,949100,chr17,7224642,7224714,+,exon,protein_coding,retained_intron
ENSG00000072778,ENST00000585203,ACADVL,ENSE00003612334,last,949103,chr17,7224809,7224813,+,exon,protein_coding,retained_intron
ENSG00000008441,ENST00000585382,NFIX,ENSE00002952583,first,954300,chr19,13012207,13012266,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00002928709,internal,954301,chr19,13025021,13025368,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00003693208,internal,954302,chr19,13073047,13073109,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00003618420,internal,954303,chr19,13073422,13073496,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00003495923,internal,954304,chr19,13073906,13074026,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00003513081,internal,954305,chr19,13075535,13075671,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00003671266,internal,954306,chr19,13078613,13078735,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585382,NFIX,ENSE00002855985,last,954307,chr19,13081680,13081835,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000585575,NFIX,ENSE00002852064,first,954327,chr19,13024032,13024034,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003674153,internal,954318,chr19,13025021,13025552,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003634013,internal,954319,chr19,13073047,13073109,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003567637,internal,954320,chr19,13073422,13073496,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003525435,internal,954321,chr19,13073906,13074026,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003585342,internal,954322,chr19,13075535,13075671,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003480560,internal,954323,chr19,13078613,13078735,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003591998,internal,954324,chr19,13081680,13081855,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003488314,internal,954325,chr19,13087989,13088136,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00003636536,internal,954326,chr19,13090299,13090390,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000585575,NFIX,ENSE00002903493,last,954328,chr19,13094635,13094649,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000586797,NFIX,ENSE00002848984,first,954363,chr19,13024585,13024682,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003589193,internal,954364,chr19,13025021,13025552,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003615157,internal,954365,chr19,13073047,13073109,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003636924,internal,954366,chr19,13073422,13073496,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003495923,internal,954360,chr19,13073906,13074026,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003513081,internal,954361,chr19,13075535,13075671,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003671266,internal,954362,chr19,13078613,13078735,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003658447,internal,954367,chr19,13081680,13081855,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003490531,internal,954368,chr19,13087989,13088136,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00003658421,internal,954369,chr19,13090299,13090390,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586797,NFIX,ENSE00002960465,last,954370,chr19,13094635,13094684,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000008441,ENST00000586873,NFIX,ENSE00002847390,first,954373,chr19,13024627,13024723,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000586873,NFIX,ENSE00002927640,last,954374,chr19,13025021,13025510,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00002838696,first,954399,chr19,13024939,13025552,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003634013,internal,954392,chr19,13073047,13073109,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003567637,internal,954393,chr19,13073422,13073496,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003525435,internal,954394,chr19,13073906,13074026,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003585342,internal,954395,chr19,13075535,13075671,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003480560,internal,954396,chr19,13078613,13078735,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003591998,internal,954397,chr19,13081680,13081855,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00003673903,internal,954398,chr19,13090299,13090390,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587260,NFIX,ENSE00002770106,last,954400,chr19,13094635,13094770,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00002968121,first,954316,chr19,13023991,13024034,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003674153,internal,954308,chr19,13025021,13025552,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003634013,internal,954309,chr19,13073047,13073109,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003567637,internal,954310,chr19,13073422,13073496,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003525435,internal,954311,chr19,13073906,13074026,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003585342,internal,954312,chr19,13075535,13075671,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003480560,internal,954313,chr19,13078613,13078735,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003591998,internal,954314,chr19,13081680,13081855,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00003673903,internal,954315,chr19,13090299,13090390,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000587760,NFIX,ENSE00002956673,last,954317,chr19,13094635,13094758,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00002942047,first,954346,chr19,13024581,13024684,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003519907,internal,954347,chr19,13025021,13025552,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003634013,internal,954338,chr19,13073047,13073109,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003567637,internal,954339,chr19,13073422,13073496,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003525435,internal,954340,chr19,13073906,13074026,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003585342,internal,954341,chr19,13075535,13075671,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003480560,internal,954342,chr19,13078613,13078735,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003591998,internal,954343,chr19,13081680,13081855,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003488314,internal,954344,chr19,13087989,13088136,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00003636536,internal,954345,chr19,13090299,13090390,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588228,NFIX,ENSE00002754529,last,954348,chr19,13094635,13094755,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000588680,NFIX,ENSE00002746470,first,954410,chr19,13070003,13070069,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000008441,ENST00000588680,NFIX,ENSE00003615157,internal,954408,chr19,13073047,13073109,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000008441,ENST00000588680,NFIX,ENSE00003636924,internal,954409,chr19,13073422,13073496,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000008441,ENST00000588680,NFIX,ENSE00002846317,last,954411,chr19,13073906,13074019,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000008441,ENST00000590027,NFIX,ENSE00002904139,first,954298,chr19,13012188,13012266,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000590027,NFIX,ENSE00002776483,last,954299,chr19,13025021,13025520,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000591028,NFIX,ENSE00002945663,first,954371,chr19,13024613,13024719,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000591028,NFIX,ENSE00002805466,last,954372,chr19,13025021,13025495,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003908028,first,954277,chr19,12995475,12995864,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003674153,internal,954278,chr19,13025021,13025552,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003634013,internal,954279,chr19,13073047,13073109,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003567637,internal,954280,chr19,13073422,13073496,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003525435,internal,954281,chr19,13073906,13074026,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003585342,internal,954282,chr19,13075535,13075671,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003480560,internal,954283,chr19,13078613,13078735,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003591998,internal,954284,chr19,13081680,13081855,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003488314,internal,954285,chr19,13087989,13088136,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003636536,internal,954286,chr19,13090299,13090390,+,exon,protein_coding,protein_coding
ENSG00000008441,ENST00000592199,NFIX,ENSE00003909140,last,954287,chr19,13094635,13098796,+,exon,protein_coding,protein_coding
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003638463,first,739342,chr19,15418911,15418988,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003704138,internal,739343,chr19,15410520,15410594,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003711369,internal,739344,chr19,15404010,15404042,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003633699,internal,739345,chr19,15403475,15403715,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003471235,internal,739337,chr19,15401150,15401603,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003708987,internal,739338,chr19,15400947,15401043,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003706305,internal,739339,chr19,15400794,15400864,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003708890,internal,739340,chr19,15400295,15400358,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003188662,internal,739346,chr19,15398630,15399410,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003710652,internal,739341,chr19,15397714,15397855,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003691758,internal,739334,chr19,15397520,15397625,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003608908,internal,739335,chr19,15397150,15397280,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003460078,internal,739336,chr19,15380517,15380612,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000593845,AKAP8L,ENSE00003669644,last,739347,chr19,15380051,15380430,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003090788,first,739332,chr19,15418911,15419121,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003607658,internal,739318,chr19,15410520,15410594,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003547549,internal,739319,chr19,15404010,15404042,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003110791,internal,739333,chr19,15403653,15403715,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003542049,internal,739324,chr19,15403475,15403555,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003471235,internal,739325,chr19,15401150,15401603,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003708987,internal,739326,chr19,15400947,15401043,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003706305,internal,739327,chr19,15400794,15400864,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003708890,internal,739328,chr19,15400295,15400358,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003702860,internal,739329,chr19,15399302,15399410,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003036159,internal,739330,chr19,15398630,15398766,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003710652,internal,739331,chr19,15397714,15397855,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003691758,internal,739320,chr19,15397520,15397625,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003608908,internal,739321,chr19,15397150,15397280,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003460078,internal,739322,chr19,15380517,15380612,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594594,AKAP8L,ENSE00003704999,last,739323,chr19,15380050,15380430,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003010322,first,739662,chr19,15418911,15418968,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003704138,internal,739659,chr19,15410520,15410594,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003711369,internal,739660,chr19,15404010,15404042,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003633699,internal,739661,chr19,15403475,15403715,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003471235,internal,739656,chr19,15401150,15401603,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003708987,internal,739657,chr19,15400947,15401043,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003706305,internal,739658,chr19,15400794,15400864,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000594893,AKAP8L,ENSE00003048302,last,739663,chr19,15399935,15400358,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595067,AKAP8L,ENSE00003693521,first,739694,chr19,15418911,15418988,-,exon,protein_coding,protein_coding
ENSG00000011243,ENST00000595067,AKAP8L,ENSE00003607658,internal,739695,chr19,15410520,15410594,-,exon,protein_coding,protein_coding
ENSG00000011243,ENST00000595067,AKAP8L,ENSE00003022123,internal,739696,chr19,15403475,15403805,-,exon,protein_coding,protein_coding
ENSG00000011243,ENST00000595067,AKAP8L,ENSE00003033547,last,739697,chr19,15401540,15401603,-,exon,protein_coding,protein_coding
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003913756,first,739634,chr19,15418911,15419026,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003704138,internal,739632,chr19,15410520,15410594,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003711369,internal,739633,chr19,15404010,15404042,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003677628,internal,739635,chr19,15403658,15403715,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003520821,internal,739636,chr19,15403475,15403555,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003471235,internal,739628,chr19,15401150,15401603,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003708987,internal,739629,chr19,15400947,15401043,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003706305,internal,739630,chr19,15400794,15400864,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003708890,internal,739631,chr19,15400295,15400358,-,exon,protein_coding,retained_intron
ENSG00000011243,ENST00000595087,AKAP8L,ENSE00003911996,internal,739637,chr19,15397714,15399984,-,exon,protein_coding,retained_intron
