chromosome_name,exon_chrom_start,exon_chrom_end,strand,ensembl_gene_id,ensembl_transcript_id,gene_biotype,transcript_biotype,external_gene_name,rank,ensembl_exon_id
19,15397150,15397280,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,8,ENSE00003708890
19,15410520,15410594,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15380086,15380430,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,13,ENSE00003910735
19,15397714,15399410,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,9,ENSE00003914583
19,15410520,15410594,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003703289
19,15398630,15398766,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003703829
19,15397714,15397855,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003705632
19,15397520,15397625,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003460078
19,15418911,15419044,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003913611
19,15380086,15380430,-1,ENSG00000011243,ENST00000680803,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003910735
19,15410520,15410594,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003703289
19,15397520,15397625,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003460078
19,15397714,15397855,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003710652
19,15418911,15419044,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003913611
19,15380086,15380430,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003910735
19,15398630,15398731,-1,ENSG00000011243,ENST00000681459,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003005668
19,15397520,15397625,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,8,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,9,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,10,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15410520,15410594,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15380086,15380430,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,11,ENSE00003910735
19,15397714,15400864,-1,ENSG00000011243,ENST00000680323,protein_coding,retained_intron,AKAP8L,7,ENSE00003915773
19,15397520,15397625,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15397714,15397855,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,9,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15380086,15380430,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,13,ENSE00003910735
19,15398630,15400358,-1,ENSG00000011243,ENST00000680774,protein_coding,retained_intron,AKAP8L,8,ENSE00003913912
19,15397520,15397625,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15397714,15397855,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,10,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15399302,15400358,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,8,ENSE00003912674
19,15380086,15380430,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,14,ENSE00003910735
19,15398630,15398703,-1,ENSG00000011243,ENST00000680302,protein_coding,retained_intron,AKAP8L,9,ENSE00002977146
19,15397520,15397625,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15398630,15398766,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,9,ENSE00003036159
19,15397714,15397855,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,10,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15399302,15400358,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,8,ENSE00003912674
19,15380086,15380430,-1,ENSG00000011243,ENST00000680103,protein_coding,retained_intron,AKAP8L,14,ENSE00003910735
19,15410520,15410594,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003705303
19,15397520,15397625,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003460078
19,15399302,15399410,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003702860
19,15398630,15398766,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003036159
19,15397714,15397855,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003710652
19,15418911,15419044,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003913611
19,15399832,15399984,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003914154
19,15380086,15380430,-1,ENSG00000011243,ENST00000680642,protein_coding,nonsense_mediated_decay,AKAP8L,16,ENSE00003910735
19,15397520,15397625,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15401150,15401603,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,8,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,9,ENSE00003708890
19,15410520,15410594,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15418911,15419026,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,1,ENSE00003913756
19,15403658,15403715,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,5,ENSE00003520821
19,15397714,15399984,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,10,ENSE00003911996
19,15397150,15397320,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,12,ENSE00003911448
19,15380526,15380612,-1,ENSG00000011243,ENST00000595087,protein_coding,retained_intron,AKAP8L,13,ENSE00003915154
19,15397520,15397625,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,13,ENSE00003608908
19,15401150,15401603,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,7,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,8,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,9,ENSE00003702860
19,15398630,15398766,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,10,ENSE00003036159
19,15397714,15397855,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,11,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,1,ENSE00003911337
19,15380864,15382049,-1,ENSG00000011243,ENST00000600065,protein_coding,protein_coding_CDS_not_defined,AKAP8L,14,ENSE00003164674
19,15400295,15400352,-1,ENSG00000011243,ENST00000596750,protein_coding,retained_intron,AKAP8L,1,ENSE00003085513
19,15398563,15399410,-1,ENSG00000011243,ENST00000596750,protein_coding,retained_intron,AKAP8L,2,ENSE00003078091
19,15401150,15401603,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15410520,15410594,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15418968,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,1,ENSE00003010322
19,15399935,15400358,-1,ENSG00000011243,ENST00000594893,protein_coding,retained_intron,AKAP8L,8,ENSE00003048302
19,15400947,15401043,-1,ENSG00000011243,ENST00000598292,protein_coding,retained_intron,AKAP8L,2,ENSE00003708987
19,15401150,15401276,-1,ENSG00000011243,ENST00000598292,protein_coding,retained_intron,AKAP8L,1,ENSE00003709669
19,15400400,15400864,-1,ENSG00000011243,ENST00000598292,protein_coding,retained_intron,AKAP8L,3,ENSE00003151035
19,15410520,15410594,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,3,ENSE00003711369
19,15403658,15403715,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,5,ENSE00003520821
19,15417635,15417698,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,1,ENSE00003031333
19,15401150,15401293,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,6,ENSE00003202266
19,15400968,15401043,-1,ENSG00000011243,ENST00000595136,protein_coding,protein_coding_CDS_not_defined,AKAP8L,7,ENSE00003079255
19,15410520,15410594,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,3,ENSE00003711369
19,15403658,15403715,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,5,ENSE00003520821
19,15417635,15417678,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,1,ENSE00003066369
19,15401381,15401603,-1,ENSG00000011243,ENST00000599488,protein_coding,protein_coding_CDS_not_defined,AKAP8L,6,ENSE00002988326
19,15404010,15404042,-1,ENSG00000011243,ENST00000597994,protein_coding,protein_coding_CDS_not_defined,AKAP8L,2,ENSE00003711369
19,15403658,15403715,-1,ENSG00000011243,ENST00000597994,protein_coding,protein_coding_CDS_not_defined,AKAP8L,3,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000597994,protein_coding,protein_coding_CDS_not_defined,AKAP8L,4,ENSE00003520821
19,15404161,15404285,-1,ENSG00000011243,ENST00000597994,protein_coding,protein_coding_CDS_not_defined,AKAP8L,1,ENSE00003208888
19,15401431,15401603,-1,ENSG00000011243,ENST00000597994,protein_coding,protein_coding_CDS_not_defined,AKAP8L,5,ENSE00003027546
19,15418911,15418988,-1,ENSG00000011243,ENST00000596195,protein_coding,protein_coding,AKAP8L,1,ENSE00003693521
19,15410520,15410594,-1,ENSG00000011243,ENST00000596195,protein_coding,protein_coding,AKAP8L,2,ENSE00003607658
19,15403475,15403715,-1,ENSG00000011243,ENST00000596195,protein_coding,protein_coding,AKAP8L,3,ENSE00003568503
19,15401445,15401603,-1,ENSG00000011243,ENST00000596195,protein_coding,protein_coding,AKAP8L,4,ENSE00003000112
19,15410520,15410594,-1,ENSG00000011243,ENST00000600247,protein_coding,protein_coding,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000600247,protein_coding,protein_coding,AKAP8L,3,ENSE00003711369
19,15419059,15419141,-1,ENSG00000011243,ENST00000600247,protein_coding,protein_coding,AKAP8L,1,ENSE00003120968
19,15403475,15403715,-1,ENSG00000011243,ENST00000600247,protein_coding,protein_coding,AKAP8L,4,ENSE00003578432
19,15401453,15401603,-1,ENSG00000011243,ENST00000600247,protein_coding,protein_coding,AKAP8L,5,ENSE00003006648
19,15418911,15418988,-1,ENSG00000011243,ENST00000595067,protein_coding,protein_coding,AKAP8L,1,ENSE00003693521
19,15410520,15410594,-1,ENSG00000011243,ENST00000595067,protein_coding,protein_coding,AKAP8L,2,ENSE00003607658
19,15403475,15403805,-1,ENSG00000011243,ENST00000595067,protein_coding,protein_coding,AKAP8L,3,ENSE00003022123
19,15401540,15401603,-1,ENSG00000011243,ENST00000595067,protein_coding,protein_coding,AKAP8L,4,ENSE00003033547
19,15418911,15418988,-1,ENSG00000011243,ENST00000601147,protein_coding,retained_intron,AKAP8L,1,ENSE00003638463
19,15410520,15410594,-1,ENSG00000011243,ENST00000601147,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000601147,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403319,15403715,-1,ENSG00000011243,ENST00000601147,protein_coding,retained_intron,AKAP8L,4,ENSE00003210489
19,17933015,17933048,1,ENSG00000007080,ENST00000445755,protein_coding,protein_coding,CCDC124,1,ENSE00001765913
19,17936410,17936579,1,ENSG00000007080,ENST00000445755,protein_coding,protein_coding,CCDC124,2,ENSE00001658662
19,17942656,17942845,1,ENSG00000007080,ENST00000445755,protein_coding,protein_coding,CCDC124,3,ENSE00001056262
19,17943261,17943375,1,ENSG00000007080,ENST00000445755,protein_coding,protein_coding,CCDC124,4,ENSE00000689900
19,17943508,17943985,1,ENSG00000007080,ENST00000445755,protein_coding,protein_coding,CCDC124,5,ENSE00003035563
19,17933023,17933048,1,ENSG00000007080,ENST00000602080,protein_coding,retained_intron,CCDC124,1,ENSE00003105764
19,17936410,17936992,1,ENSG00000007080,ENST00000602080,protein_coding,retained_intron,CCDC124,2,ENSE00003131524
19,17936410,17936579,1,ENSG00000007080,ENST00000597436,protein_coding,protein_coding,CCDC124,2,ENSE00001658662
19,17942656,17942845,1,ENSG00000007080,ENST00000597436,protein_coding,protein_coding,CCDC124,3,ENSE00001056262
19,17943261,17943375,1,ENSG00000007080,ENST00000597436,protein_coding,protein_coding,CCDC124,4,ENSE00000689900
19,17935096,17935191,1,ENSG00000007080,ENST00000597436,protein_coding,protein_coding,CCDC124,1,ENSE00002985245
19,17943508,17943991,1,ENSG00000007080,ENST00000597436,protein_coding,protein_coding,CCDC124,5,ENSE00001125989
19,17942656,17942845,1,ENSG00000007080,ENST00000596123,protein_coding,protein_coding,CCDC124,2,ENSE00001056262
19,17936251,17936579,1,ENSG00000007080,ENST00000596123,protein_coding,protein_coding,CCDC124,1,ENSE00003206868
19,17943261,17943321,1,ENSG00000007080,ENST00000596123,protein_coding,protein_coding,CCDC124,3,ENSE00003149036
16,2025356,2025666,1,ENSG00000065054,ENST00000567504,protein_coding,protein_coding,NHERF2,1,ENSE00002615702
16,2029582,2029782,1,ENSG00000065054,ENST00000567504,protein_coding,protein_coding,NHERF2,2,ENSE00000665163
16,2036324,2036389,1,ENSG00000065054,ENST00000567504,protein_coding,protein_coding,NHERF2,3,ENSE00002619554
16,2029582,2029782,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,2,ENSE00000665163
16,2026902,2027218,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,1,ENSE00001720069
16,2036324,2036503,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,3,ENSE00003459324
16,2036728,2036881,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,4,ENSE00003556781
16,2036955,2036998,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,5,ENSE00003588346
16,2037538,2037600,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,6,ENSE00003560936
16,2037826,2039026,1,ENSG00000065054,ENST00000424542,protein_coding,protein_coding,NHERF2,7,ENSE00001652372
16,2029582,2029782,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,2,ENSE00000665163
16,2036324,2036503,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,3,ENSE00003459324
16,2036728,2036881,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,4,ENSE00003556781
16,2036955,2036998,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,5,ENSE00003588346
16,2037538,2037600,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,6,ENSE00003560936
16,2026928,2027218,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,1,ENSE00002630385
16,2037859,2038489,1,ENSG00000065054,ENST00000432365,protein_coding,protein_coding,NHERF2,7,ENSE00001626489
16,2036324,2036503,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,2,ENSE00003459324
16,2036728,2036881,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,3,ENSE00003556781
16,2036955,2036998,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,4,ENSE00003588346
16,2037538,2037600,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,5,ENSE00003560936
16,2029527,2029782,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,1,ENSE00002607720
16,2037826,2038165,1,ENSG00000065054,ENST00000563587,protein_coding,protein_coding,NHERF2,6,ENSE00002593166
